Logging overview + all games to file
Deck used: "boros_burn"
Overview of games:
 GameNum      Turns     Creatures    Oneshots    MissedLands 
	 Searing Blaze
	 Skullcrack
No lands in hand, skipping playLand step
  Trying to cast Boros Charm
			cost is WR, with untapped: 1 duals, 1 mountains, 0 plains
	payMana(): returning due to too few plains
  Trying to cast Boros Charm
			cost is WR, with untapped: 1 duals, 1 mountains, 0 plains
	payMana(): returning due to too few plains
  Trying to cast Lightning Bolt
			cost is R, with untapped: 1 duals, 1 mountains, 0 plains
			tapped 0 duals, 1 mountains, and 0 plains 
	--> Lightning Bolt:  -3 
oneshot played
	Combat: 2 with Monastery Swiftspear
		Enemy life: 5

Turn 4) 
Drew Lightning Bolt
Hand:
	 Boros Charm
	 Boros Charm
	 Searing Blaze
	 Skullcrack
	 Lightning Bolt
No lands in hand, skipping playLand step
  Trying to cast Boros Charm
			cost is WR, with untapped: 1 duals, 1 mountains, 0 plains
	payMana(): returning due to too few plains
  Trying to cast Boros Charm
			cost is WR, with untapped: 1 duals, 1 mountains, 0 plains
	payMana(): returning due to too few plains
  Trying to cast Searing Blaze
			cost is RR, with untapped: 1 duals, 1 mountains, 0 plains
			tapped 1 duals, 1 mountains, and 0 plains 
	--> Searing Blaze:  -3 
oneshot played
	Combat: 2 with Monastery Swiftspear
		Enemy life: 0
WON ON TURN 4


===========================================================================
					   GAME 103 won in 4 turns
Creatures played: 2
Oneshots played:  4
Missed total land drops: 1
Missed turn one land drop: false

All game actions:

Drew Searing Blaze
Drew Skullcrack
Drew Skewer the Critics
Drew Rift Bolt
Drew Lava Spike
Drew Ghitu Lavarunner
Drew Mountain

Turn 1) 
Drew Arid Mesa
Hand:
	 Searing Blaze
	 Skullcrack
	 Skewer the Critics
	 Rift Bolt
	 Lava Spike
	 Ghitu Lavarunner
	 Mountain
	 Arid Mesa
Fetches in hand: 1, calling fetch()
	--> Arid Mesa (to graveyard)
Duals in library: 4, searching for Plateau
	--> Plateau
  Trying to cast Ghitu Lavarunner
			cost is R, with untapped: 1 duals, 0 mountains, 0 plains
			tapped 1 duals, 0 mountains, and 0 plains 
	--> Ghitu Lavarunner
  Trying to cast Skewer the Critics
			cost is R, with untapped: 1 duals, 0 mountains, 0 plains
			tapped 1 duals, 0 mountains, and 0 plains 
	--> Skewer the Critics:  -3 
oneshot played
	Combat: 2 with Ghitu Lavarunner
		Enemy life: 15

Turn 2) 
Drew Searing Blaze
Hand:
	 Searing Blaze
	 Skullcrack
	 Rift Bolt
	 Lava Spike
	 Mountain
	 Searing Blaze
No plains in hand, trying mountain
	--> Mountain
  Trying to cast Searing Blaze
			cost is RR, with untapped: 1 duals, 1 mountains, 0 plains
			tapped 1 duals, 1 mountains, and 0 plains 
	--> Searing Blaze:  -3 
oneshot played
	Combat: 2 with Ghitu Lavarunner
		Enemy life: 10

Turn 3) 
Drew Plateau
Hand:
	 Skullcrack
	 Rift Bolt
	 Lava Spike
	 Searing Blaze
	 Plateau
Duals in hand: 1, calling dual()
	--> Plateau
  Trying to cast Skullcrack
			cost is 1R, with untapped: 2 duals, 1 mountains, 0 plains
			tapped 1 duals, 1 mountains, and 0 plains 
	--> Skullcrack:  -3 
oneshot played
	Combat: 2 with Ghitu Lavarunner
		Enemy life: 5

Turn 4) 
Drew Ghitu Lavarunner
Hand:
	 Rift Bolt
	 Lava Spike
	 Searing Blaze
	 Ghitu Lavarunner
No lands in hand, skipping playLand step
  Trying to cast Ghitu Lavarunner
			cost is R, with untapped: 2 duals, 1 mountains, 0 plains
			tapped 0 duals, 1 mountains, and 0 plains 
	--> Ghitu Lavarunner
  Trying to cast Rift Bolt
			cost is R, with untapped: 2 duals, 1 mountains, 0 plains
			tapped 0 duals, 1 mountains, and 0 plains 
	--> Rift Bolt:  -3 
oneshot played
	Combat: 4 with Ghitu Lavarunner, Ghitu Lavarunner
		Enemy life: -2
WON ON TURN 4


===========================================================================
					   GAME 104 won in 4 turns
Creatures played: 1
Oneshots played:  5
Missed total land drops: 0
Missed turn one land drop: false

All game actions:

Drew Mountain
Drew Plateau
Drew Arid Mesa
Drew Lightning Helix
Drew Skewer the Critics
Drew Rift Bolt
Drew Ghitu Lavarunner

Turn 1) 
Drew Plains
Hand:
	 Mountain
	 Plateau
	 Arid Mesa
	 Lightning Helix
	 Skewer the Critics
	 Rift Bolt
	 Ghitu Lavarunner
	 Plains
Fetches in hand: 1, calling fetch()
	--> Arid Mesa (to graveyard)
Duals in library: 3, searching for Plateau
	--> Plateau
  Trying to cast Ghitu Lavarunner
			cost is R, with untapped: 1 duals, 0 mountains, 0 plains
			tapped 1 duals, 0 mountains, and 0 plains 
	--> Ghitu Lavarunner
  Trying to cast Skewer the Critics
			cost is R, with untapped: 1 duals, 0 mountains, 0 plains
			tapped 1 duals, 0 mountains, and 0 plains 
	--> Skewer the Critics:  -3 
oneshot played
	Combat: 2 with Ghitu Lavarunner
		Enemy life: 15

Turn 2) 
Drew Mountain
Hand:
	 Mountain
	 Plateau
	 Lightning Helix
	 Rift Bolt
	 Plains
	 Mountain
Duals in hand: 1, calling dual()
	--> Plateau
  Trying to cast Lightning Helix
			cost is WR, with untapped: 2 duals, 0 mountains, 0 plains
	payMana(): returning due to too few plains
  Trying to cast Rift Bolt
			cost is R, with untapped: 2 duals, 0 mountains, 0 plains
			tapped 1 duals, 0 mountains, and 0 plains 
	--> Rift Bolt:  -3 
oneshot played
	Combat: 2 with Ghitu Lavarunner
		Enemy life: 10

Turn 3) 
Drew Searing Blaze
Hand:
	 Mountain
	 Lightning Helix
	 Plains
	 Mountain
	 Searing Blaze
No plains out, trying plains
	--> Plains
  Trying to cast Lightning Helix
			cost is WR, with untapped: 2 duals, 0 mountains, 1 plains
			tapped 1 duals, 0 mountains, and 1 plains 
	--> Lightning Helix:  -3 
oneshot played
	Combat: 2 with Ghitu Lavarunner
		Enemy life: 5

Turn 4) 
Drew Lava Spike
Hand:
	 Mountain
	 Mountain
	 Searing Blaze
	 Lava Spike
No plains in hand, trying mountain
	--> Mountain
  Trying to cast Searing Blaze
			cost is RR, with untapped: 2 duals, 1 mountains, 1 plains
			tapped 1 duals, 1 mountains, and 0 plains 
	--> Searing Blaze:  -3 
oneshot played
  Trying to cast Lava Spike
			cost is R, with untapped: 1 duals, 0 mountains, 1 plains
			tapped 1 duals, 0 mountains, and 0 plains 
	--> Lava Spike:  -3 
oneshot played
WON ON TURN 4


===========================================================================
					   GAME 105 won in 3 turns
Creatures played: 2
Oneshots played:  3
Missed total land drops: 0
Missed turn one land drop: false

All game actions:

Drew Mountain
Drew Plateau
Drew Searing Blaze
Drew Rift Bolt
Drew Lightning Bolt
Drew Monastery Swiftspear
Drew Ghitu Lavarunner

Turn 1) 
Drew Mountain
Hand:
	 Mountain
	 Plateau
	 Searing Blaze
	 Rift Bolt
	 Lightning Bolt
	 Monastery Swiftspear
	 Ghitu Lavarunner
	 Mountain
Duals in hand: 1, calling dual()
	--> Plateau
  Trying to cast Monastery Swiftspear
			cost is R, with untapped: 1 duals, 0 mountains, 0 plains
			tapped 1 duals, 0 mountains, and 0 plains 
	--> Monastery Swiftspear
  Trying to cast Ghitu Lavarunner
			cost is R, with untapped: 1 duals, 0 mountains, 0 plains
			tapped 1 duals, 0 mountains, and 0 plains 
	--> Ghitu Lavarunner
  Trying to cast Lightning Bolt
			cost is R, with untapped: 1 duals, 0 mountains, 0 plains
			tapped 1 duals, 0 mountains, and 0 plains 
	--> Lightning Bolt:  -3 
oneshot played
	Combat: 4 with Ghitu Lavarunner, Monastery Swiftspear
		Enemy life: 13

Turn 2) 
Drew Mountain
Hand:
	 Mountain
	 Searing Blaze
	 Rift Bolt
	 Mountain
	 Mountain
No plains in hand, trying mountain
	--> Mountain
  Trying to cast Searing Blaze
			cost is RR, with untapped: 1 duals, 1 mountains, 0 plains
			tapped 1 duals, 1 mountains, and 0 plains 
	--> Searing Blaze:  -3 
oneshot played
	Combat: 4 with Monastery Swiftspear, Ghitu Lavarunner
		Enemy life: 6

Turn 3) 
Drew Searing Blaze
Hand:
	 Rift Bolt
	 Mountain
	 Mountain
	 Searing Blaze
No plains in hand, trying mountain
	--> Mountain
  Trying to cast Rift Bolt
			cost is R, with untapped: 1 duals, 2 mountains, 0 plains
			tapped -1 duals, 2 mountains, and 0 plains 
	--> Rift Bolt:  -3 
oneshot played
	Combat: 4 with Ghitu Lavarunner, Monastery Swiftspear
		Enemy life: -1
WON ON TURN 3


===========================================================================
					   GAME 106 won in 4 turns
Creatures played: 2
Oneshots played:  4
Missed total land drops: 0
Missed turn one land drop: false

All game actions:

Drew Mountain
Drew Plateau
Drew Arid Mesa
Drew Skullcrack
Drew Rift Bolt
Drew Ghitu Lavarunner
Drew Plains

Turn 1) 
Drew Mountain
Hand:
	 Mountain
	 Plateau
	 Arid Mesa
	 Skullcrack
	 Rift Bolt
	 Ghitu Lavarunner
	 Plains
	 Mountain
Fetches in hand: 1, calling fetch()
	--> Arid Mesa (to graveyard)
Duals in library: 3, searching for Plateau
	--> Plateau
  Trying to cast Ghitu Lavarunner
			cost is R, with untapped: 1 duals, 0 mountains, 0 plains
			tapped 1 duals, 0 mountains, and 0 plains 
	--> Ghitu Lavarunner
no oneshot played
	Combat: 2 with Ghitu Lavarunner
		Enemy life: 18

Turn 2) 
Drew Lightning Bolt
Hand:
	 Mountain
	 Plateau
	 Skullcrack
	 Rift Bolt
	 Plains
	 Mountain
	 Lightning Bolt
Duals in hand: 1, calling dual()
	--> Plateau
  Trying to cast Skullcrack
			cost is 1R, with untapped: 2 duals, 0 mountains, 0 plains
			tapped 2 duals, 0 mountains, and 0 plains 
	--> Skullcrack:  -3 
oneshot played
	Combat: 2 with Ghitu Lavarunner
		Enemy life: 13

Turn 3) 
Drew Lightning Bolt
Hand:
	 Mountain
	 Rift Bolt
	 Plains
	 Mountain
	 Lightning Bolt
	 Lightning Bolt
No plains out, trying plains
	--> Plains
  Trying to cast Rift Bolt
			cost is R, with untapped: 2 duals, 0 mountains, 1 plains
			tapped 1 duals, 0 mountains, and 0 plains 
	--> Rift Bolt:  -3 
oneshot played
  Trying to cast Lightning Bolt
			cost is R, with untapped: 1 duals, 0 mountains, 1 plains
			tapped 1 duals, 0 mountains, and 0 plains 
	--> Lightning Bolt:  -3 
oneshot played
  Trying to cast Lightning Bolt
			cost is R, with untapped: 0 duals, 0 mountains, 1 plains
	payMana(): returning due to too few red lands
no oneshot played
	Combat: 2 with Ghitu Lavarunner
		Enemy life: 5

Turn 4) 
Drew Monastery Swiftspear
Hand:
	 Mountain
	 Mountain
	 Lightning Bolt
	 Monastery Swiftspear
No plains in hand, trying mountain
	--> Mountain
  Trying to cast Monastery Swiftspear
			cost is R, with untapped: 2 duals, 1 mountains, 1 plains
			tapped 0 duals, 1 mountains, and 0 plains 
	--> Monastery Swiftspear
  Trying to cast Lightning Bolt
			cost is R, with untapped: 2 duals, 1 mountains, 1 plains
			tapped 0 duals, 1 mountains, and 0 plains 
	--> Lightning Bolt:  -3 
oneshot played
no oneshot played
	Combat: 4 with Monastery Swiftspear, Ghitu Lavarunner
		Enemy life: -2
WON ON TURN 4


===========================================================================
					   GAME 107 won in 7 turns
Creatures played: 0
Oneshots played:  7
Missed total land drops: 3
Missed turn one land drop: false

All game actions:

Drew Arid Mesa
Drew Searing Blaze
Drew Skewer the Critics
Drew Lightning Bolt
Drew Lava Spike
Drew Plains
Drew Mountain

Turn 1) 
Drew Searing Blaze
Hand:
	 Arid Mesa
	 Searing Blaze
	 Skewer the Critics
	 Lightning Bolt
	 Lava Spike
	 Plains
	 Mountain
	 Searing Blaze
Fetches in hand: 1, calling fetch()
	--> Arid Mesa (to graveyard)
Duals in library: 4, searching for Plateau
	--> Plateau
  Trying to cast Skewer the Critics
			cost is R, with untapped: 1 duals, 0 mountains, 0 plains
			tapped 1 duals, 0 mountains, and 0 plains 
	--> Skewer the Critics:  -3 
oneshot played
		Enemy life: 17

Turn 2) 
Drew Lightning Helix
Hand:
	 Searing Blaze
	 Lightning Bolt
	 Lava Spike
	 Plains
	 Mountain
	 Searing Blaze
	 Lightning Helix
No plains out, trying plains
	--> Plains
  Trying to cast Searing Blaze
			cost is RR, with untapped: 1 duals, 0 mountains, 1 plains
	payMana(): returning due to too few red lands
  Trying to cast Lightning Bolt
			cost is R, with untapped: 1 duals, 0 mountains, 1 plains
			tapped 1 duals, 0 mountains, and 0 plains 
	--> Lightning Bolt:  -3 
oneshot played
  Trying to cast Lava Spike
			cost is R, with untapped: 0 duals, 0 mountains, 1 plains
	payMana(): returning due to too few red lands
no oneshot played
		Enemy life: 14

Turn 3) 
Drew Rift Bolt
Hand:
	 Searing Blaze
	 Lava Spike
	 Mountain
	 Searing Blaze
	 Lightning Helix
	 Rift Bolt
No plains in hand, trying mountain
	--> Mountain
  Trying to cast Searing Blaze
			cost is RR, with untapped: 1 duals, 1 mountains, 1 plains
			tapped 1 duals, 1 mountains, and 0 plains 
	--> Searing Blaze:  -3 
oneshot played
  Trying to cast Lava Spike
			cost is R, with untapped: 0 duals, 0 mountains, 1 plains
	payMana(): returning due to too few red lands
no oneshot played
		Enemy life: 11

Turn 4) 
Drew Mountain
Hand:
	 Lava Spike
	 Searing Blaze
	 Lightning Helix
	 Rift Bolt
	 Mountain
No plains in hand, trying mountain
	--> Mountain
  Trying to cast Lava Spike
			cost is R, with untapped: 1 duals, 2 mountains, 1 plains
			tapped -1 duals, 2 mountains, and 0 plains 
	--> Lava Spike:  -3 
oneshot played
no oneshot played
		Enemy life: 8

Turn 5) 
Drew Boros Charm
Hand:
	 Searing Blaze
	 Lightning Helix
	 Rift Bolt
	 Boros Charm
No lands in hand, skipping playLand step
  Trying to cast Searing Blaze
			cost is RR, with untapped: 1 duals, 2 mountains, 1 plains
			tapped 0 duals, 2 mountains, and 0 plains 
	--> Searing Blaze:  -3 
oneshot played
no oneshot played
		Enemy life: 5

Turn 6) 
Drew Skullcrack
Hand:
	 Lightning Helix
	 Rift Bolt
	 Boros Charm
	 Skullcrack
No lands in hand, skipping playLand step
  Trying to cast Lightning Helix
			cost is WR, with untapped: 1 duals, 2 mountains, 1 plains
			tapped -1 duals, 2 mountains, and 1 plains 
	--> Lightning Helix:  -3 
oneshot played
		Enemy life: 2

Turn 7) 
Drew Lava Spike
Hand:
	 Rift Bolt
	 Boros Charm
	 Skullcrack
	 Lava Spike
No lands in hand, skipping playLand step
  Trying to cast Rift Bolt
			cost is R, with untapped: 1 duals, 2 mountains, 1 plains
			tapped -1 duals, 2 mountains, and 0 plains 
	--> Rift Bolt:  -3 
oneshot played
WON ON TURN 7


===========================================================================
					   GAME 108 won in 4 turns
Creatures played: 3
Oneshots played:  2
Missed total land drops: 0
Missed turn one land drop: false

All game actions:

Drew Mountain
Drew Arid Mesa
Drew Lightning Helix
Drew Rift Bolt
Drew Goblin Guide
Drew Ghitu Lavarunner
Drew Mountain

Turn 1) 
Drew Plateau
Hand:
	 Mountain
	 Arid Mesa
	 Lightning Helix
	 Rift Bolt
	 Goblin Guide
	 Ghitu Lavarunner
	 Mountain
	 Plateau
Fetches in hand: 1, calling fetch()
	--> Arid Mesa (to graveyard)
Duals in library: 3, searching for Plateau
	--> Plateau
  Trying to cast Goblin Guide
			cost is R, with untapped: 1 duals, 0 mountains, 0 plains
			tapped 1 duals, 0 mountains, and 0 plains 
	--> Goblin Guide
  Trying to cast Ghitu Lavarunner
			cost is R, with untapped: 1 duals, 0 mountains, 0 plains
			tapped 1 duals, 0 mountains, and 0 plains 
	--> Ghitu Lavarunner
no oneshot played
	Combat: 4 with Ghitu Lavarunner, Goblin Guide
		Enemy life: 16

Turn 2) 
Drew Boros Charm
Hand:
	 Mountain
	 Lightning Helix
	 Rift Bolt
	 Mountain
	 Plateau
	 Boros Charm
Duals in hand: 1, calling dual()
	--> Plateau
  Trying to cast Lightning Helix
			cost is WR, with untapped: 2 duals, 0 mountains, 0 plains
	payMana(): returning due to too few plains
  Trying to cast Rift Bolt
			cost is R, with untapped: 2 duals, 0 mountains, 0 plains
			tapped 1 duals, 0 mountains, and 0 plains 
	--> Rift Bolt:  -3 
oneshot played
	Combat: 4 with Goblin Guide, Ghitu Lavarunner
		Enemy life: 9

Turn 3) 
Drew Skewer the Critics
Hand:
	 Mountain
	 Lightning Helix
	 Mountain
	 Boros Charm
	 Skewer the Critics
No plains in hand, trying mountain
	--> Mountain
  Trying to cast Lightning Helix
			cost is WR, with untapped: 2 duals, 1 mountains, 0 plains
	payMana(): returning due to too few plains
  Trying to cast Boros Charm
			cost is WR, with untapped: 2 duals, 1 mountains, 0 plains
	payMana(): returning due to too few plains
  Trying to cast Skewer the Critics
			cost is R, with untapped: 2 duals, 1 mountains, 0 plains
			tapped 0 duals, 1 mountains, and 0 plains 
	--> Skewer the Critics:  -3 
oneshot played
	Combat: 4 with Ghitu Lavarunner, Goblin Guide
		Enemy life: 2

Turn 4) 
Drew Goblin Guide
Hand:
	 Lightning Helix
	 Mountain
	 Boros Charm
	 Goblin Guide
No plains in hand, trying mountain
	--> Mountain
  Trying to cast Goblin Guide
			cost is R, with untapped: 2 duals, 2 mountains, 0 plains
			tapped -1 duals, 2 mountains, and 0 plains 
	--> Goblin Guide
  Trying to cast Lightning Helix
			cost is WR, with untapped: 2 duals, 2 mountains, 0 plains
	payMana(): returning due to too few plains
  Trying to cast Boros Charm
			cost is WR, with untapped: 2 duals, 2 mountains, 0 plains
	payMana(): returning due to too few plains
no oneshot played
	Combat: 6 with Goblin Guide, Goblin Guide, Ghitu Lavarunner
		Enemy life: -4
WON ON TURN 4


===========================================================================
					   GAME 109 won in 6 turns
Creatures played: 1
Oneshots played:  4
Missed total land drops: 1
Missed turn one land drop: false

All game actions:

Drew Mountain
Drew Boros Charm
Drew Lightning Helix
Drew Lava Spike
Drew Lava Spike
Drew Mountain
Drew Arid Mesa

Turn 1) 
Drew Boros Charm
Hand:
	 Mountain
	 Boros Charm
	 Lightning Helix
	 Lava Spike
	 Lava Spike
	 Mountain
	 Arid Mesa
	 Boros Charm
Fetches in hand: 1, calling fetch()
	--> Arid Mesa (to graveyard)
Duals in library: 4, searching for Plateau
	--> Plateau
  Trying to cast Lava Spike
			cost is R, with untapped: 1 duals, 0 mountains, 0 plains
			tapped 1 duals, 0 mountains, and 0 plains 
	--> Lava Spike:  -3 
oneshot played
		Enemy life: 17

Turn 2) 
Drew Ghitu Lavarunner
Hand:
	 Mountain
	 Boros Charm
	 Lightning Helix
	 Lava Spike
	 Mountain
	 Boros Charm
	 Ghitu Lavarunner
No plains in hand, trying mountain
	--> Mountain
  Trying to cast Ghitu Lavarunner
			cost is R, with untapped: 1 duals, 1 mountains, 0 plains
			tapped 0 duals, 1 mountains, and 0 plains 
	--> Ghitu Lavarunner
  Trying to cast Boros Charm
			cost is WR, with untapped: 1 duals, 1 mountains, 0 plains
	payMana(): returning due to too few plains
  Trying to cast Lightning Helix
			cost is WR, with untapped: 1 duals, 1 mountains, 0 plains
	payMana(): returning due to too few plains
  Trying to cast Lava Spike
			cost is R, with untapped: 1 duals, 1 mountains, 0 plains
			tapped 0 duals, 1 mountains, and 0 plains 
	--> Lava Spike:  -3 
oneshot played
	Combat: 2 with Ghitu Lavarunner
		Enemy life: 12

Turn 3) 
Drew Arid Mesa
Hand:
	 Boros Charm
	 Lightning Helix
	 Mountain
	 Boros Charm
	 Arid Mesa
Fetches in hand: 1, calling fetch()
	--> Arid Mesa (to graveyard)
Duals in library: 3, searching for Plateau
	--> Plateau
  Trying to cast Boros Charm
			cost is WR, with untapped: 2 duals, 1 mountains, 0 plains
	payMana(): returning due to too few plains
  Trying to cast Lightning Helix
			cost is WR, with untapped: 2 duals, 1 mountains, 0 plains
	payMana(): returning due to too few plains
  Trying to cast Boros Charm
			cost is WR, with untapped: 2 duals, 1 mountains, 0 plains
	payMana(): returning due to too few plains
no oneshot played
	Combat: 2 with Ghitu Lavarunner
		Enemy life: 10

Turn 4) 
Drew Skewer the Critics
Hand:
	 Boros Charm
	 Lightning Helix
	 Mountain
	 Boros Charm
	 Skewer the Critics
No plains in hand, trying mountain
	--> Mountain
  Trying to cast Boros Charm
			cost is WR, with untapped: 2 duals, 2 mountains, 0 plains
	payMana(): returning due to too few plains
  Trying to cast Lightning Helix
			cost is WR, with untapped: 2 duals, 2 mountains, 0 plains
	payMana(): returning due to too few plains
  Trying to cast Boros Charm
			cost is WR, with untapped: 2 duals, 2 mountains, 0 plains
	payMana(): returning due to too few plains
  Trying to cast Skewer the Critics
			cost is R, with untapped: 2 duals, 2 mountains, 0 plains
			tapped -1 duals, 2 mountains, and 0 plains 
	--> Skewer the Critics:  -3 
oneshot played
	Combat: 2 with Ghitu Lavarunner
		Enemy life: 5

Turn 5) 
Drew Mountain
Hand:
	 Boros Charm
	 Lightning Helix
	 Boros Charm
	 Mountain
No plains in hand, trying mountain
	--> Mountain
  Trying to cast Boros Charm
			cost is WR, with untapped: 2 duals, 3 mountains, 0 plains
	payMana(): returning due to too few plains
  Trying to cast Lightning Helix
			cost is WR, with untapped: 2 duals, 3 mountains, 0 plains
	payMana(): returning due to too few plains
  Trying to cast Boros Charm
			cost is WR, with untapped: 2 duals, 3 mountains, 0 plains
	payMana(): returning due to too few plains
no oneshot played
	Combat: 2 with Ghitu Lavarunner
		Enemy life: 3

Turn 6) 
Drew Searing Blaze
Hand:
	 Boros Charm
	 Lightning Helix
	 Boros Charm
	 Searing Blaze
No lands in hand, skipping playLand step
  Trying to cast Boros Charm
			cost is WR, with untapped: 2 duals, 3 mountains, 0 plains
	payMana(): returning due to too few plains
  Trying to cast Lightning Helix
			cost is WR, with untapped: 2 duals, 3 mountains, 0 plains
	payMana(): returning due to too few plains
  Trying to cast Boros Charm
			cost is WR, with untapped: 2 duals, 3 mountains, 0 plains
	payMana(): returning due to too few plains
  Trying to cast Searing Blaze
			cost is RR, with untapped: 2 duals, 3 mountains, 0 plains
			tapped -1 duals, 3 mountains, and 0 plains 
	--> Searing Blaze:  -3 
oneshot played
WON ON TURN 6


===========================================================================
					   GAME 110 won in 3 turns
Creatures played: 2
Oneshots played:  3
Missed total land drops: 0
Missed turn one land drop: false

All game actions:

Drew Mountain
Drew Searing Blaze
Drew Skewer the Critics
Drew Lightning Bolt
Drew Monastery Swiftspear
Drew Ghitu Lavarunner
Drew Mountain

Turn 1) 
Drew Arid Mesa
Hand:
	 Mountain
	 Searing Blaze
	 Skewer the Critics
	 Lightning Bolt
	 Monastery Swiftspear
	 Ghitu Lavarunner
	 Mountain
	 Arid Mesa
Fetches in hand: 1, calling fetch()
	--> Arid Mesa (to graveyard)
Duals in library: 4, searching for Plateau
	--> Plateau
  Trying to cast Monastery Swiftspear
			cost is R, with untapped: 1 duals, 0 mountains, 0 plains
			tapped 1 duals, 0 mountains, and 0 plains 
	--> Monastery Swiftspear
  Trying to cast Ghitu Lavarunner
			cost is R, with untapped: 1 duals, 0 mountains, 0 plains
			tapped 1 duals, 0 mountains, and 0 plains 
	--> Ghitu Lavarunner
  Trying to cast Skewer the Critics
			cost is R, with untapped: 1 duals, 0 mountains, 0 plains
			tapped 1 duals, 0 mountains, and 0 plains 
	--> Skewer the Critics:  -3 
oneshot played
	Combat: 4 with Ghitu Lavarunner, Monastery Swiftspear
		Enemy life: 13

Turn 2) 
Drew Skewer the Critics
Hand:
	 Mountain
	 Searing Blaze
	 Lightning Bolt
	 Mountain
	 Skewer the Critics
No plains in hand, trying mountain
	--> Mountain
  Trying to cast Searing Blaze
			cost is RR, with untapped: 1 duals, 1 mountains, 0 plains
			tapped 1 duals, 1 mountains, and 0 plains 
	--> Searing Blaze:  -3 
oneshot played
	Combat: 4 with Monastery Swiftspear, Ghitu Lavarunner
		Enemy life: 6

Turn 3) 
Drew Boros Charm
Hand:
	 Lightning Bolt
	 Mountain
	 Skewer the Critics
	 Boros Charm
No plains in hand, trying mountain
	--> Mountain
  Trying to cast Lightning Bolt
			cost is R, with untapped: 1 duals, 2 mountains, 0 plains
			tapped -1 duals, 2 mountains, and 0 plains 
	--> Lightning Bolt:  -3 
oneshot played
	Combat: 4 with Ghitu Lavarunner, Monastery Swiftspear
		Enemy life: -1
WON ON TURN 3


===========================================================================
					   GAME 111 won in 5 turns
Creatures played: 1
Oneshots played:  4
Missed total land drops: 0
Missed turn one land drop: false

All game actions:

Drew Plains
Drew Mountain
Drew Plateau
Drew Arid Mesa
Drew Boros Charm
Drew Skewer the Critics
Drew Lava Spike

Turn 1) 
Drew Ghitu Lavarunner
Hand:
	 Plains
	 Mountain
	 Plateau
	 Arid Mesa
	 Boros Charm
	 Skewer the Critics
	 Lava Spike
	 Ghitu Lavarunner
Fetches in hand: 1, calling fetch()
	--> Arid Mesa (to graveyard)
Duals in library: 3, searching for Plateau
	--> Plateau
  Trying to cast Ghitu Lavarunner
			cost is R, with untapped: 1 duals, 0 mountains, 0 plains
			tapped 1 duals, 0 mountains, and 0 plains 
	--> Ghitu Lavarunner
  Trying to cast Skewer the Critics
			cost is R, with untapped: 1 duals, 0 mountains, 0 plains
			tapped 1 duals, 0 mountains, and 0 plains 
	--> Skewer the Critics:  -3 
oneshot played
	Combat: 2 with Ghitu Lavarunner
		Enemy life: 15

Turn 2) 
Drew Plains
Hand:
	 Plains
	 Mountain
	 Plateau
	 Boros Charm
	 Lava Spike
	 Plains
Duals in hand: 1, calling dual()
	--> Plateau
  Trying to cast Boros Charm
			cost is WR, with untapped: 2 duals, 0 mountains, 0 plains
	payMana(): returning due to too few plains
  Trying to cast Lava Spike
			cost is R, with untapped: 2 duals, 0 mountains, 0 plains
			tapped 1 duals, 0 mountains, and 0 plains 
	--> Lava Spike:  -3 
oneshot played
	Combat: 2 with Ghitu Lavarunner
		Enemy life: 10

Turn 3) 
Drew Arid Mesa
Hand:
	 Plains
	 Mountain
	 Boros Charm
	 Plains
	 Arid Mesa
Fetches in hand: 1, calling fetch()
	--> Arid Mesa (to graveyard)
Duals in library: 2, searching for Plateau
	--> Plateau
  Trying to cast Boros Charm
			cost is WR, with untapped: 3 duals, 0 mountains, 0 plains
	payMana(): returning due to too few plains
no oneshot played
	Combat: 2 with Ghitu Lavarunner
		Enemy life: 8

Turn 4) 
Drew Lightning Bolt
Hand:
	 Plains
	 Mountain
	 Boros Charm
	 Plains
	 Lightning Bolt
No plains out, trying plains
	--> Plains
  Trying to cast Boros Charm
			cost is WR, with untapped: 3 duals, 0 mountains, 1 plains
			tapped 1 duals, 0 mountains, and 1 plains 
	--> Boros Charm:  -4 
oneshot played
	Combat: 2 with Ghitu Lavarunner
		Enemy life: 2

Turn 5) 
Drew Mountain
Hand:
	 Mountain
	 Plains
	 Lightning Bolt
	 Mountain
Plains out, trying mountain
	--> Mountain
  Trying to cast Lightning Bolt
			cost is R, with untapped: 3 duals, 1 mountains, 1 plains
			tapped 0 duals, 1 mountains, and 0 plains 
	--> Lightning Bolt:  -3 
oneshot played
WON ON TURN 5


===========================================================================
					   GAME 112 won in 5 turns
Creatures played: 2
Oneshots played:  3
Missed total land drops: 1
Missed turn one land drop: false

All game actions:

Drew Mountain
Drew Mountain
Drew Plateau
Drew Lightning Helix
Drew Lightning Bolt
Drew Lava Spike
Drew Ghitu Lavarunner

Turn 1) 
Drew Mountain
Hand:
	 Mountain
	 Mountain
	 Plateau
	 Lightning Helix
	 Lightning Bolt
	 Lava Spike
	 Ghitu Lavarunner
	 Mountain
Duals in hand: 1, calling dual()
	--> Plateau
  Trying to cast Ghitu Lavarunner
			cost is R, with untapped: 1 duals, 0 mountains, 0 plains
			tapped 1 duals, 0 mountains, and 0 plains 
